departamento;municipio;circuito;establecimiento;mesa;electores;paso_saenz;paso_fdt_leavy;paso_fdt_isa;paso_olmedo;paso_fit_villegas;paso_fit_gil;paso_fit_lopez;paso_fernandez;grales_saenz;grales_fdt_leavy;grales_olmedo;grales_fit_lopez;grales_fernandez
CAPITAL;SAN LORENZO;4B;COLEGIO N° 8229 SAGRADO CORAZÓN LUZ Y GUÍA;1827;318;148;21;22;26;1;2;3;1;185;28;27;6;2
CAPITAL;SAN LORENZO;4B;COLEGIO N° 8229 SAGRADO CORAZÓN LUZ Y GUÍA;1828;317;138;24;10;40;1;1;6;2;176;23;37;8;5
CAPITAL;SAN LORENZO;4B;ESCUELA Nº 4317 TTE. CNEL. CALIXTO GAUNA;1829;317;116;33;19;38;0;2;3;0;175;34;25;3;3
CAPITAL;SAN LORENZO;4B;ESCUELA Nº 4317 TTE. CNEL. CALIXTO GAUNA;1830;316;123;33;15;41;1;1;7;4;156;35;34;8;4
CAPITAL;SAN LORENZO;4B;ESCUELA Nº 4317 TTE. CNEL. CALIXTO GAUNA;1831;319;129;33;16;30;2;1;4;6;176;25;27;6;4
CAPITAL;SAN LORENZO;4C;ESCUELA Nº 4361 DR. MARTIN RAUL MAINOLI;1832;308;138;45;14;32;1;1;5;1;169;38;26;5;5
CAPITAL;SAN LORENZO;4C;ESCUELA Nº 4361 DR. MARTIN RAUL MAINOLI;1833;309;136;28;8;43;2;2;1;2;163;32;31;5;3
CAPITAL;SAN LORENZO;4C;ESCUELA Nº 4361 DR. MARTIN RAUL MAINOLI;1834;307;126;40;13;33;1;4;4;3;166;36;32;3;4
CAPITAL;SAN LORENZO;4C;ESCUELA Nº 4361 DR. MARTIN RAUL MAINOLI;1835;307;149;23;14;31;2;2;3;4;172;29;29;2;2
CAPITAL;SAN LORENZO;4C;ESCUELA Nº 4361 DR. MARTIN RAUL MAINOLI;1836;308;149;35;12;37;0;4;3;5;167;28;34;10;2
CAPITAL;SAN LORENZO;4C;ESCUELA Nº 4361 DR. MARTIN RAUL MAINOLI;1837;308;123;30;11;44;0;1;5;1;159;34;38;4;4
CAPITAL;SAN LORENZO;4C;ESCUELA Nº 4361 DR. MARTIN RAUL MAINOLI;1838;309;164;21;12;34;3;1;2;1;171;29;31;4;1
CAPITAL;SAN LORENZO;4C;ESCUELA Nº 4361 DR. MARTIN RAUL MAINOLI;1839;310;136;30;12;39;3;2;2;6;172;20;37;4;9
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1840;336;153;38;19;36;1;0;1;1;182;31;42;2;6
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1841;335;127;37;20;49;0;4;7;2;169;37;42;10;2
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1842;336;141;42;17;46;0;2;0;1;172;32;40;2;3
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1843;335;127;27;17;43;2;2;7;3;172;32;45;5;3
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1844;336;154;40;13;42;1;1;9;5;182;27;40;8;3
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1845;335;121;48;18;40;1;0;6;3;157;44;38;5;3
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1846;335;141;35;15;39;1;1;3;4;180;36;45;3;3
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1847;335;123;40;21;36;2;3;3;5;164;29;39;3;5
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1848;336;124;45;18;51;2;3;3;4;179;34;46;3;3
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1849;335;125;36;22;51;7;0;4;4;167;33;42;5;4
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1850;334;128;40;18;45;3;4;5;2;161;40;44;7;5
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1851;334;147;41;15;38;1;0;5;1;171;39;44;2;4
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1852;335;135;37;19;31;0;3;6;2;183;30;32;6;3
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1853;335;138;28;22;38;2;4;2;3;165;39;36;10;6
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1854;331;137;32;17;46;3;1;2;3;173;35;37;6;1
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1855;338;130;27;24;51;3;5;5;4;169;38;48;7;5
CAPITAL;SAN LORENZO;4D;COLEGIO SECUNDARIO Nº 5164;1856;332;131;30;19;43;1;3;7;4;152;30;49;8;5
CAPITAL;SAN LORENZO;4D;COLEGIO SECUNDARIO Nº 5164;1857;334;123;40;24;47;2;3;5;5;159;40;48;7;2
CAPITAL;SAN LORENZO;4D;COLEGIO SECUNDARIO Nº 5164;1858;331;127;35;22;43;3;0;3;8;158;34;36;3;11
CAPITAL;SAN LORENZO;4D;COLEGIO SECUNDARIO Nº 5164;1859;335;128;39;18;44;0;2;4;6;167;21;52;7;5
CAPITAL;SAN LORENZO;4D;COLEGIO SECUNDARIO Nº 5164;1860;334;146;36;22;37;3;3;2;2;175;34;36;5;3
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1861;346;133;26;18;69;2;1;6;4;174;27;63;6;3
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1862;347;138;36;16;44;2;4;6;5;165;30;46;9;3
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1863;347;141;20;20;52;3;4;4;1;162;29;45;9;2
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1864;345;123;27;14;42;2;0;3;5;153;27;48;4;6
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1865;345;126;27;13;48;3;2;5;5;156;18;45;14;7
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1866;346;139;17;16;41;1;1;11;2;151;25;43;13;5
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1867;346;132;37;11;50;2;0;3;1;154;39;49;2;4
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1868;346;124;35;6;40;3;4;7;4;145;35;28;14;5
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1869;347;131;27;21;58;0;9;3;3;159;28;46;14;8
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1870;344;135;29;12;61;1;2;4;5;165;29;44;12;4
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1871;345;129;21;19;41;1;1;8;4;157;31;32;10;2
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1872;349;121;22;21;48;1;4;7;4;151;29;39;10;3
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1873;345;126;27;11;55;0;5;8;5;158;29;49;11;5
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1874;346;130;25;20;37;0;6;9;4;152;34;35;11;3
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1875;345;150;19;17;54;0;1;4;4;171;24;49;7;4
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1876;346;129;25;15;50;1;2;8;3;161;18;45;4;8
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1877;346;125;42;15;46;0;0;5;8;152;40;41;9;4
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1878;346;138;19;18;39;2;5;5;0;153;22;46;8;4
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1879;346;131;23;16;38;3;5;4;3;152;30;40;9;3
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1880;344;139;28;16;47;2;4;7;3;162;35;35;10;5
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1881;345;169;31;13;36;2;5;2;1;185;22;34;9;4
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1882;346;115;32;12;44;3;2;8;3;152;28;38;13;4
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1883;346;153;29;16;32;1;1;7;3;168;24;33;10;5
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1884;346;125;29;16;41;1;2;3;1;156;26;36;11;5
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1885;346;123;32;22;34;3;0;7;6;147;32;28;12;2
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1886;345;134;26;19;41;1;3;8;1;165;23;38;9;2
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1887;349;142;31;14;49;4;4;5;2;167;28;40;12;1
CAPITAL;SALTA;5B;COLEGIO SECUNDARIO Nº 5038 AMERICA LATINA;1888;349;113;40;27;53;1;1;3;4;132;36;65;3;2
CAPITAL;SALTA;5B;COLEGIO SECUNDARIO Nº 5038 AMERICA LATINA;1889;347;105;37;29;56;3;4;5;2;146;38;50;8;4
CAPITAL;SALTA;5B;COLEGIO SECUNDARIO Nº 5038 AMERICA LATINA;1890;349;104;51;26;53;5;2;5;6;138;42;53;11;8
CAPITAL;SALTA;5B;COLEGIO SECUNDARIO Nº 5038 AMERICA LATINA;1891;348;124;32;24;43;5;5;9;2;159;38;32;14;4
CAPITAL;SALTA;5B;COLEGIO SECUNDARIO Nº 5038 AMERICA LATINA;1892;348;100;54;33;51;1;2;8;5;142;42;56;5;4
CAPITAL;SALTA;5B;COLEGIO SECUNDARIO Nº 5038 AMERICA LATINA;1893;349;99;53;26;45;1;2;6;3;134;42;57;9;3
CAPITAL;SALTA;5B;COLEGIO SECUNDARIO Nº 5038 AMERICA LATINA;1894;349;96;34;40;62;0;2;5;0;150;27;63;6;5
CAPITAL;SALTA;5B;COLEGIO SECUNDARIO Nº 5038 AMERICA LATINA;1895;350;115;37;27;49;0;2;2;4;135;34;48;8;10
CAPITAL;SALTA;5B;ESCUELA Nº 4013 CERVANTES SAAVEDRA;1896;348;97;33;29;45;7;2;9;2;126;36;56;8;5
CAPITAL;SALTA;5B;ESCUELA Nº 4013 CERVANTES SAAVEDRA;1897;346;90;42;35;55;2;1;4;4;145;32;54;13;5
CAPITAL;SALTA;5B;ESCUELA Nº 4013 CERVANTES SAAVEDRA;1898;347;113;57;16;50;4;2;6;5;140;44;58;12;6
CAPITAL;SALTA;5B;ESCUELA Nº 4013 CERVANTES SAAVEDRA;1899;348;102;38;17;60;3;2;3;3;132;39;50;10;4
CAPITAL;SALTA;5B;ESCUELA Nº 4013 CERVANTES SAAVEDRA;1900;347;106;58;24;58;3;4;3;2;146;49;55;10;0
CAPITAL;SALTA;5B;ESCUELA Nº 4013 CERVANTES SAAVEDRA;1901;347;116;48;38;37;0;1;9;2;148;32;49;11;6
CAPITAL;SALTA;5B;ESCUELA Nº 4013 CERVANTES SAAVEDRA;1902;348;128;55;26;37;2;2;4;5;162;39;43;4;7
CAPITAL;SALTA;5B;ESCUELA Nº 4013 CERVANTES SAAVEDRA;1903;348;127;32;35;51;3;3;9;6;150;40;60;11;6
CAPITAL;SALTA;5B;ESCUELA Nº 4013 CERVANTES SAAVEDRA;1904;350;109;33;22;54;2;1;8;4;130;33;56;10;5
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1905;345;112;27;15;60;1;5;7;5;139;30;53;7;6
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1906;345;130;33;17;49;3;2;4;3;150;35;54;7;4
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1907;345;119;22;31;47;3;3;4;2;164;32;42;6;6
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1908;346;129;18;20;46;4;7;5;6;175;26;42;7;4
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1909;346;127;23;21;41;1;3;4;2;153;31;42;1;4
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1910;347;132;20;19;42;2;7;7;3;156;24;32;7;12
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1911;346;116;25;17;52;2;3;5;3;164;20;43;4;5
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1912;346;139;22;12;43;2;2;5;2;167;22;41;7;3
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1913;345;122;32;12;56;2;4;5;5;157;30;47;10;7
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1914;345;126;27;20;68;2;1;11;7;159;35;47;9;11
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1915;345;133;26;18;41;1;5;10;4;165;32;39;6;6
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1916;346;131;25;26;52;2;2;4;5;167;31;45;11;7
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1917;346;135;16;17;52;1;3;6;2;166;15;53;7;7
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1918;345;147;12;28;51;2;7;4;0;191;12;35;11;4
CAPITAL;SALTA;5C;ESCUELA Nº 4030 DR. MARIANO MORENO;1919;348;127;21;32;43;1;4;5;6;162;25;35;8;6
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1920;346;136;22;15;39;1;4;1;5;168;37;36;3;4
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1921;345;130;24;19;41;3;1;6;9;151;30;44;10;7
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1922;345;131;21;17;47;1;0;7;5;168;25;38;7;8
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1923;345;135;21;15;57;0;1;7;5;167;21;46;10;6
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1924;345;158;27;18;34;1;7;6;5;181;23;30;10;2
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1925;346;140;19;19;40;4;2;4;3;170;23;42;9;2
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1926;346;130;30;18;36;4;4;6;2;158;33;34;12;5
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1927;346;150;33;18;32;0;2;4;7;181;33;27;6;3
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1928;346;122;21;19;63;2;2;6;1;159;24;49;6;4
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1929;345;120;28;17;55;0;1;7;2;140;28;57;11;4
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1930;345;135;20;22;41;0;3;8;0;158;28;37;9;5
CAPITAL;SALTA;5C;ESCUELA Nº 4050 CLARA SARAVIA L. DE ARIAS;1931;348;133;31;25;49;1;2;2;0;166;34;43;5;1
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1932;348;136;24;24;40;2;3;5;3;163;32;39;10;3
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1933;346;131;32;15;59;3;3;3;5;162;37;48;4;5
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1934;345;129;26;15;50;4;6;4;3;158;34;43;6;5
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1935;346;108;28;23;55;1;1;7;1;143;23;52;6;2
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1936;346;121;33;11;51;3;4;5;10;150;38;51;10;12
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1937;347;132;30;19;36;4;0;7;3;156;33;39;12;8
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1938;347;140;26;16;47;2;1;4;1;152;31;52;5;4
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1939;346;116;46;31;45;1;2;6;1;149;53;40;4;5
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1940;346;129;27;31;47;0;0;5;2;161;30;35;9;2
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1941;346;117;48;23;50;2;1;7;3;141;46;42;8;3
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1942;347;140;19;17;56;0;0;3;1;162;21;55;7;2
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1943;347;128;23;14;52;2;2;6;3;150;33;53;12;1
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1944;346;120;29;20;57;2;0;4;1;138;35;48;6;2
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1945;349;144;21;22;56;4;2;6;3;166;21;65;6;3
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1946;345;118;31;18;69;3;5;3;4;138;31;58;10;6
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1947;346;110;33;35;49;1;1;6;3;152;37;42;8;4
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1948;347;130;29;29;51;2;2;7;5;165;35;41;13;4
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1949;344;129;26;20;53;1;5;4;5;156;30;49;11;4
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1950;346;109;22;22;52;4;4;9;2;156;30;42;11;3
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1951;344;122;22;21;50;4;4;5;5;154;30;48;9;7
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1952;347;127;28;23;52;3;2;5;2;143;27;49;10;7
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1953;342;125;34;16;50;1;4;6;2;163;33;41;7;8
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1954;345;149;27;13;41;2;5;4;3;152;24;49;13;2
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1955;345;135;28;17;38;3;3;9;6;166;27;34;9;6
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1956;347;141;27;31;37;1;4;3;3;158;33;38;6;5
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1957;344;136;24;26;42;0;3;6;0;157;28;49;7;5
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1958;345;120;30;21;41;4;1;3;3;164;36;27;6;6
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1959;347;125;22;13;58;0;7;9;2;145;29;53;9;1
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1960;347;136;23;26;42;7;4;4;3;175;31;40;8;5
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1961;345;144;31;18;47;2;4;6;3;171;34;39;12;1
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1962;345;124;28;15;51;2;6;6;5;167;26;38;12;2
CAPITAL;SALTA;5D;ESCUELA Nº 4035 PROF. ALEJANDRO GAUFFIN;1963;346;134;28;28;41;3;2;6;2;174;29;39;8;3
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1964;348;113;38;27;50;1;2;4;6;122;44;54;7;3
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1965;346;89;45;37;46;1;2;3;5;131;46;50;4;5
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1966;346;114;48;23;42;4;3;6;7;125;51;47;15;5
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1967;347;111;41;26;44;2;2;8;5;135;46;45;12;3
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1968;348;102;49;23;60;1;1;7;2;120;47;62;4;6
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1969;348;104;44;22;49;0;1;8;5;118;35;59;9;7
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1970;347;112;48;22;60;2;1;2;1;123;51;64;7;4
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1971;347;103;29;34;47;6;3;5;6;132;40;47;3;6
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1972;347;113;42;20;47;4;0;7;3;111;60;44;11;4
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1973;347;112;47;24;41;2;2;6;4;128;49;48;8;1
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1974;348;107;46;23;49;3;7;6;3;124;42;56;8;9
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1975;346;105;49;27;38;0;4;6;2;120;57;37;6;4
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1976;348;101;54;25;41;4;1;3;4;122;55;57;5;5
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1977;347;104;44;36;44;3;1;3;5;143;47;36;3;7
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1978;348;115;41;27;53;2;5;2;1;133;43;49;6;11
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1979;347;105;54;28;34;2;7;8;0;114;60;52;11;6
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1980;349;101;38;33;59;2;3;3;6;124;47;60;10;5
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1981;348;101;42;23;50;3;6;7;5;122;55;53;13;7
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1982;345;116;36;21;51;1;3;2;5;151;31;51;3;10
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1983;348;95;56;24;51;2;2;6;7;127;59;56;12;9
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1984;347;107;40;23;41;3;3;4;6;119;50;57;6;8
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1985;343;101;45;18;43;6;1;6;6;134;46;53;12;7
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1986;347;118;49;30;45;1;1;4;2;156;46;46;6;7
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1987;347;107;36;31;52;2;1;4;2;129;46;52;6;4
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1988;348;112;41;23;49;0;4;6;4;127;47;57;10;4
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1989;348;113;38;23;46;1;5;2;5;123;43;44;11;3
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1990;347;103;45;21;38;1;1;4;5;121;49;55;10;5
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1991;348;133;35;28;51;1;2;9;8;162;55;42;3;6
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1992;345;94;51;35;47;0;5;7;6;107;59;55;10;10
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1993;347;132;39;21;46;5;4;8;5;145;43;47;11;7
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1994;347;96;41;30;42;0;2;4;2;132;41;41;11;4
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1995;348;104;44;32;44;1;2;9;4;122;45;50;5;7
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1996;347;108;49;29;45;1;2;7;1;144;48;54;11;1
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1997;347;102;44;27;44;3;4;12;5;126;62;37;11;5
CAPITAL;SALTA;5E;ESCUELA Nº 4048 PROVINCIA DE SALTA;1998;351;118;41;23;39;3;5;5;6;121;52;40;11;4
CAPITAL;SALTA;5E;ESCUELA Nº 4049 INDEPENDENCIA NACIONAL;1999;347;106;42;29;41;0;3;9;3;140;53;40;8;6
CAPITAL;SALTA;5E;ESCUELA Nº 4049 INDEPENDENCIA NACIONAL;2000;346;104;49;13;46;1;2;5;2;106;40;47;10;5
CAPITAL;SALTA;5E;ESCUELA Nº 4049 INDEPENDENCIA NACIONAL;2001;347;105;37;25;46;5;2;5;8;119;45;51;7;12
CAPITAL;SALTA;5E;ESCUELA Nº 4049 INDEPENDENCIA NACIONAL;2002;348;102;43;32;44;3;3;7;5;134;48;51;11;4
CAPITAL;SALTA;5E;ESCUELA Nº 4049 INDEPENDENCIA NACIONAL;2003;347;97;50;32;44;1;2;5;5;118;53;58;6;3
CAPITAL;SALTA;5E;ESCUELA Nº 4049 INDEPENDENCIA NACIONAL;2004;351;120;36;27;47;2;2;6;3;124;55;56;6;4
CAPITAL;SALTA;5E;ESCUELA Nº 4775 PROF. ELSA SALFITY;2005;348;101;31;38;52;2;3;4;3;121;46;48;8;8
